Time,Name,Product
8/20/17 12:45 PM,Apex Oil Baltimore (Valero),0.0
8/20/17 12:45 PM,Bitumar Hamilton,0.0
8/20/17 12:45 PM,Iko Industries Hamilton,0.0
8/20/17 12:45 PM,McAsphalt Oshawa,0.0
8/20/17 12:45 PM,McAsphalt Dartmouth,0.0
8/20/17 12:45 PM,Suncor Montreal,0.0
8/20/17 12:45 PM,Canterm Montreal,0.0
8/20/17 12:45 PM,TME Montreal,0.0
8/20/17 12:45 PM,Sprague Sorel-Tracy,0.0
8/20/17 12:45 PM,Sterling Fuels Windsor,0.0
8/20/17 12:45 PM,BP Whiting,0.0
8/20/17 12:45 PM,AOS Chicago,0.0
8/20/17 12:45 PM,Marathon Detroit,0.0
8/20/17 12:45 PM,Suncor Sarnia,0.0
8/20/17 12:45 PM,Peckham Bronx,0.0
8/20/17 12:45 PM,Nu Star Bronx,0.0
8/20/17 12:45 PM,Nu Star Albany,0.0
8/20/17 12:45 PM,Peckham Albany,0.0
8/20/17 12:45 PM,Gorman Albany,0.0
8/20/17 12:45 PM,Pike Portsmouth,0.0
8/20/17 12:45 PM,Aggregate Industries Boston,0.0
8/20/17 12:45 PM,Nu Star Baltimore,0.0
8/20/17 12:45 PM,Irving St. John,0.0
8/20/17 12:45 PM,McAsphalt Hamilton,0.0
8/20/17 12:45 PM,Nu Star Dumfries,0.0
8/20/17 12:45 PM,Warner Mistersky,0.0
8/20/17 12:45 PM,BP Toledo,0.0
8/20/17 12:45 PM,BP Cleveland,0.0
8/20/17 12:45 PM,Irving Botwood,0.0
8/20/17 12:45 PM,Irving Stephenville,0.0
8/20/17 12:45 PM,Irving Holyrood,0.0
8/20/17 12:45 PM,Irving Searsport,0.0
8/20/17 12:45 PM,Irving South Portland,0.0
8/20/17 12:45 PM,Irving Newington,0.0
8/20/17 12:45 PM,Irving New Haven,0.0
8/20/17 12:45 PM,NOCO Tonawanda,0.0
8/20/17 12:45 PM,Bajo Grande Refinery,0.0
8/20/17 12:45 PM,Nu Star Savannah,0.0
8/20/17 12:45 PM,Payne & Dolan Milwaukee,0.0
8/20/17 12:45 PM,MIT Jones Island,0.0
8/20/17 12:45 PM,GCAC Mobile,0.0
8/20/17 12:45 PM,Canadian Asphalt Industries,0.0
8/20/17 12:45 PM,Shell Corunna,0.0
8/20/17 12:45 PM,Sprague Providence,0.0
